11,Mützig 33 CL,Mützig 33 CL from Icupa in category Beer,out of stock,new,1 USD,https://example.com/mutzig-33-cl,https://firebasestorage.googleapis.com/v0/b/icupa-396da.appspot.com/o/products_image%2FMu%CC%88tzig%2033%20CL.png?alt=media&token=52301d9d-07f1-487a-bd51-0b733717b2bb,Icupa,Beer
12,Primus 70 CL,Primus 70 CL from Icupa in category Beer,out of stock,new,1 USD,https://example.com/primus-70-cl,https://firebasestorage.googleapis.com/v0/b/icupa-396da.appspot.com/o/products_image%2FPrimus%2070%20CL.png?alt=media&token=1e78ca27-78f7-40b5-b337-5d308026eeeb,Icupa,Beer
13,Fanta Pineapple 150 CL,Fanta Pineapple 150 CL from Icupa in category Beer,out of stock,new,5000 USD,https://example.com/fanta-pineapple-150-cl,https://firebasestorage.googleapis.com/v0/b/icupa-396da.appspot.com/o/products_image%2Fpineapple%201.5%20l.png?alt=media&token=72151fcd-1119-457e-ab9e-ccb8fa565d97,Icupa,Beer
14,Mützig 50 CL,Mützig 50 CL from Icupa in category Beer,out of stock,new,5000 USD,https://example.com/mutzig-50-cl,https://firebasestorage.googleapis.com/v0/b/icupa-396da.appspot.com/o/products_image%2FMu%CC%88tzig%2050%20CL.png?alt=media&token=ede8dea9-f036-412c-8cbb-f1bceaf9063b,Icupa,Beer
15,Coca Cola 150 CL,Coca Cola 150 CL from Icupa in category Beer,out of stock,new,1 USD,https://example.com/coca-cola-150-cl,https://firebasestorage.googleapis.com/v0/b/icupa-396da.appspot.com/o/products_image%2FCoca-Cola%201.5%20L.png?alt=media&token=d6b18b1e-7fd6-44ad-a958-9f75adf9217d,Icupa,Beer
16,Fanta Orange 30 CL,Fanta Orange 30 CL from Icupa in category Soft drinks,out of stock,new,1 USD,https://example.com/fanta-orange-30-cl,https://firebasestorage.googleapis.com/v0/b/icupa-396da.appspot.com/o/products_image%2Forange%2030%20cl.png?alt=media&token=9ee56f4f-1779-470a-a59c-4c403d5cad3e,Icupa,Soft drinks
17,Coca Cola 50 CL,Coca Cola 50 CL from Icupa in category Beer,out of stock,new,1 USD,https://example.com/coca-cola-50-cl,https://firebasestorage.googleapis.com/v0/b/icupa-396da.appspot.com/o/products_image%2FCoca-Cola%2050%20cl.png?alt=media&token=0fd5e748-97a3-44b4-b5af-f94dc6d6c53b,Icupa,Beer
18,Sprite 30 CL,Sprite 30 CL from Ero in category Soft drinks,out of stock,new,16000 USD,https://example.com/sprite-30-cl,https://firebasestorage.googleapis.com/v0/b/icupa-396da.appspot.com/o/products_image%2FSprite%2050%20CL.png?alt=media&token=2b3981b4-f181-4f61-b231-aeca731449ec,Ero,Soft drinks
19,Sprite 150 CL,Sprite 150 CL from Icupa in category Beer,out of stock,new,1 USD,https://example.com/sprite-150-cl,https://firebasestorage.googleapis.com/v0/b/icupa-396da.appspot.com/o/products_image%2Fsprite%201.4%20L.png?alt=media&token=89a374fd-46c8-446b-8903-b048824fcf97,Icupa,Beer
20,Fanta Pineapple 50 CL,Fanta Pineapple 50 CL from Icupa in category Beer,out of stock,new,5000 USD,https://example.com/fanta-pineapple-50-cl,https://firebasestorage.googleapis.com/v0/b/icupa-396da.appspot.com/o/products_image%2Fpineapple%2050%20cl.png?alt=media&token=e256f9c1-99d7-4c4e-8086-24603eb21ec2,Icupa,Beer
21,Coca Cola 30 CL,Coca Cola 30 CL from Icupa in category Beer,out of stock,new,5000 USD,https://example.com/coca-cola-30-cl,https://firebasestorage.googleapis.com/v0/b/icupa-396da.appspot.com/o/products_image%2FCoca%20Cola%2030%20CL.png?alt=media&token=0f7c4bbc-e62d-4bcb-8100-d229fa325fe7,Icupa,Beer
22,Amstel 33 CL,Amstel 33 CL from Icupa in category Beer,out of stock,new,6000 USD,https://example.com/amstel-33-cl,https://firebasestorage.googleapis.com/v0/b/icupa-396da.appspot.com/o/products_image%2Famstel%20(1).png?alt=media&token=c5bfe782-8e97-4b60-9c67-25541357dfff,Icupa,Beer
23,Sprite 50 CL,Sprite 50 CL from Icupa in category Beer,out of stock,new,1 USD,https://example.com/sprite-50-cl,https://firebasestorage.googleapis.com/v0/b/icupa-396da.appspot.com/o/products_image%2Fsprite%2050%20cl.png?alt=media&token=9702c7a2-2762-4f8e-bf02-2fe9bd71e7b7,Icupa,Beer
24,Fanta Orange 150 CL,Fanta Orange 150 CL from Icupa in category Beer,out of stock,new,1 USD,https://example.com/fanta-orange-150-cl,https://firebasestorage.googleapis.com/v0/b/icupa-396da.appspot.com/o/products_image%2Forange%201.5%20L.png?alt=media&token=07ef39bd-5169-4666-92e5-fdf47e88e92e,Icupa,Beer
25,Primus 50 CL,Primus 50 CL from Icupa in category Beer,out of stock,new,5000 USD,https://example.com/primus-50-cl,https://firebasestorage.googleapis.com/v0/b/icupa-396da.appspot.com/o/products_image%2FPrimus%2050%20CL.png?alt=media&token=e77b618e-69a7-42fa-94ce-c5bbb4237637,Icupa,Beer
26,Legend 30 CL,Legend 30 CL from Icupa in category Beer,out of stock,new,1 USD,https://example.com/legend-30-cl,https://firebasestorage.googleapis.com/v0/b/icupa-396da.appspot.com/o/products_image%2FLegend%2030%20CL.png?alt=media&token=33a193a9-ee32-4642-be4c-458358642ba1,Icupa,Beer
27,Fanta Orange 30 CL,Fanta Orange 30 CL from Icupa in category Beer,out of stock,new,5000 USD,https://example.com/fanta-orange-30-cl,https://firebasestorage.googleapis.com/v0/b/icupa-396da.appspot.com/o/products_image%2FFanta%20Orange%2030%20CL.png?alt=media&token=e0c482b9-278b-4aa5-a05c-430c2f8cc7e5,Icupa,Beer
28,Fanta Fiesta 30 CL,Fanta Fiesta 30 CL from Icupa in category Beer,out of stock,new,5000 USD,https://example.com/fanta-fiesta-30-cl,https://via.placeholder.com/50,Icupa,Beer
29,Coca Cola 30 CL,Coca Cola 30 CL from Icupa in category Soft drinks,out of stock,new,1 USD,https://example.com/coca-cola-30-cl,https://firebasestorage.googleapis.com/v0/b/icupa-396da.appspot.com/o/products_image%2FCoca-Cola%2030%20cl.png?alt=media&token=192617e7-979f-46e4-ba4f-1412eb49b968,Icupa,Soft drinks
